public_id,year,permit_number,permit_type
3131842,2019,1021,Whelk - NR
3131846,2019,1377,Whelk - Resident
3131846,2019,3927,Horseshoe Crab - Resident
3131846,2019,3927,Crab - Resident
3131846,2019,5270,Lobster - Resident
3131846,2019,5451,Food Fish - Resident
3131866,2019,1089,Whelk - Resident
3131866,2019,1587,Food Fish - Resident
3131866,2019,2146,Horseshoe Crab - Resident
3131866,2019,2146,Crab - Resident
3131866,2019,9116,Food Fish/Crustacea Dealer/Shipper
3131881,2019,1417,Whelk - Resident
3131881,2019,4037,Horseshoe Crab - Resident
3131881,2019,4037,Crab - Resident
3131881,2019,5585,Food Fish - Resident
3131885,2019,1318,Whelk - Resident
3131885,2019,3918,Horseshoe Crab - Resident
3131885,2019,3918,Crab - Resident
3131885,2019,5440,Food Fish - Resident
3131892,2019,102532,Food Fish - NR
3131910,2019,3920,Horseshoe Crab - Resident
3131910,2019,3920,Crab - Resident
3131910,2019,5442,Food Fish - Resident
3131924,2019,264,Scoop Dip Scap up to 10 ft sq
3131925,2019,128,Gill Net - Resident
3131929,2019,1675,Party/Charter Boat
3131929,2019,201488,Food Fish Landing
3131935,2019,10490,Food Fish/Crustacea Dealer/Shipper
3131935,2019,201662,Food Fish Landing
3131935,2019,2092,Party/Charter Boat
3131939,2019,1679,Party/Charter Boat
3131939,2019,5553,Food Fish - Resident
3131951,2019,267,Scoop Dip Scap up to 10 ft sq
3131979,2019,2115,Party/Charter Boat
3131990,2019,129,Gill Net - Resident
3131990,2019,482,Scoop Dip Scap up to 10 ft sq
3131995,2019,130,Gill Net - Resident
3132014,2019,131,Gill Net - Resident
3132014,2019,274,Scoop Dip Scap up to 10 ft sq
3132014,2019,32,Eel Pots - Resident
3132016,2019,1691,Party/Charter Boat
3132021,2019,1426,Whelk - Resident
3132021,2019,4052,Horseshoe Crab - Resident
3132021,2019,4052,Crab - Resident
3132021,2019,5581,Food Fish - Resident
3132039,2019,5449,Food Fish - Resident
3132055,2019,2440,Party/Charter Boat
3132092,2019,441,Gill Net - Resident
3132120,2019,884,Food Fish - Resident
3132127,2019,5488,Food Fish - Resident
3132129,2019,4030,Horseshoe Crab - Resident
3132129,2019,4030,Crab - Resident
3132129,2019,5557,Food Fish - Resident
3132133,2019,9049,Food Fish/Crustacea Dealer/Shipper
3132135,2019,201406,Food Fish Landing
3132145,2019,1707,Party/Charter Boat
3132145,2019,5542,Food Fish - Resident
3132146,2019,1708,Party/Charter Boat
3132156,2019,1416,Whelk - Resident
3132175,2019,1,Trap Net up to 4 ft
3132175,2019,103,Fyke Net 1-3 ft hoop
3132175,2019,120,Fyke Net >3 ft hoop
3132175,2019,21,Trap Net 4 ft - 6 ft
3132175,2019,290,Scoop Dip Scap up to 10 ft sq
3132175,2019,41,Trap Net 6 ft - 8 ft
3132175,2019,457,Scoop Dip Scap up to 10 ft sq
3132175,2019,63,Trap Net >8ft
3132193,2019,142,Gill Net - Resident
3132200,2019,10802,Food Fish/Crustacea Dealer/Shipper
3132200,2019,1939,Party/Charter Boat
3132200,2019,643,Food Fish - Resident
3132202,2019,9232,Food Fish/Crustacea Dealer/Shipper
3132204,2019,10871,Food Fish/Crustacea Dealer/Shipper
3132205,2019,1062,Lobster Landing
3132205,2019,3928,Horseshoe Crab - Resident
3132205,2019,3928,Crab - Resident
3132205,2019,5452,Food Fish - Resident
3132213,2019,1717,Party/Charter Boat
3132243,2019,11023,Food Fish/Crustacea Dealer/Shipper
3132243,2019,3942,Horseshoe Crab - Resident
3132243,2019,3942,Crab - Resident
3132243,2019,5466,Food Fish - Resident
3132286,2019,2968,Food Fish - Resident
3132300,2019,10964,Food Fish/Crustacea Dealer/Shipper
3132300,2019,1344,Whelk - Resident
3132300,2019,3929,Horseshoe Crab - Resident
3132300,2019,3929,Crab - Resident
3132300,2019,5454,Food Fish - Resident
3132305,2019,10508,Food Fish/Crustacea Dealer/Shipper
3132307,2019,1730,Party/Charter Boat
3132314,2019,192,Crab - Resident
3132353,2019,1322,Marine Bait
3132354,2019,5642,Food Fish - Resident
3132355,2019,9067,Food Fish/Crustacea Dealer/Shipper
3132361,2019,9350,Food Fish/Crustacea Dealer/Shipper
3132362,2019,143,Gill Net - Resident
3132365,2019,1358,Whelk - Resident
3132370,2019,35,Lobster - Resident
3132370,2019,35,Lobster Bait Gill Net
3132372,2019,10527,Food Fish/Crustacea Dealer/Shipper
3132380,2019,1738,Party/Charter Boat
3132380,2019,5499,Food Fish - Resident
3132394,2019,10943,Food Fish/Crustacea Dealer/Shipper
3132401,2019,1739,Party/Charter Boat
3132413,2019,1233,Whelk - Resident
3132413,2019,3837,Horseshoe Crab - Resident
3132413,2019,3837,Crab - Resident
3132415,2019,1251,Horseshoe Crab - Resident
3132415,2019,1251,Crab - Resident
3132415,2019,5592,Food Fish - Resident
3132421,2019,1862,Food Fish - Resident
3132436,2019,5463,Food Fish - Resident
3132438,2019,1857,Crab - Resident
3132438,2019,3408,Food Fish - Resident
3132444,2019,152,Gill Net - Resident
3132456,2019,123,Fyke Net >3 ft hoop
3132456,2019,153,Gill Net - Resident
3132456,2019,292,Scoop Dip Scap up to 10 ft sq
3132466,2019,1742,Party/Charter Boat
3132499,2019,1841,Party/Charter Boat
3132499,2019,201469,Food Fish Landing
3132519,2019,3784,Food Fish - Resident
3132541,2019,552,Scoop Dip Scap up to 10 ft sq
3132543,2019,421,Gill Net - Resident
3132543,2019,504,Scoop Dip Scap up to 10 ft sq
3132552,2019,306,Scoop Dip Scap up to 10 ft sq
3132560,2019,165,Gill Net - Resident
3132567,2019,308,Scoop Dip Scap up to 10 ft sq
3132567,2019,354,Gill Net - Resident
3132585,2019,267,Horseshoe Crab - Resident
3132585,2019,267,Crab - Resident
3132629,2019,1768,Party/Charter Boat
3132629,2019,5619,Food Fish - Resident
3132643,2019,1773,Party/Charter Boat
3132654,2019,11200,Food Fish/Crustacea Dealer/Shipper
3132660,2019,10550,Food Fish/Crustacea Dealer/Shipper
3132691,2019,1808,Crab - Resident
3132691,2019,3277,Food Fish - Resident
3132720,2019,10874,Food Fish/Crustacea Dealer/Shipper
3132727,2019,1548,Party/Charter Boat
3132744,2019,1126,Marine Bait
3132744,2019,4060,Horseshoe Crab - Resident
3132744,2019,4060,Crab - Resident
3132744,2019,5637,Food Fish - Resident
3132768,2019,3983,Crab - Resident
3132768,2019,5484,Food Fish - Resident
3132770,2019,10555,Food Fish/Crustacea Dealer/Shipper
3132776,2019,4041,Horseshoe Crab - Resident
3132776,2019,4041,Crab - Resident
3132776,2019,5597,Food Fish - Resident
3132785,2019,1792,Party/Charter Boat
3132796,2019,348,Food Fish - Resident
3132827,2019,376,Food Fish - Resident
3132843,2019,9044,Food Fish/Crustacea Dealer/Shipper
3132845,2019,9148,Food Fish/Crustacea Dealer/Shipper
3132853,2019,5647,Food Fish - Resident
3132859,2019,10610,Food Fish/Crustacea Dealer/Shipper
3132859,2019,2866,Food Fish - Resident
3132861,2019,5482,Food Fish - Resident
3132887,2019,4049,Horseshoe Crab - Resident
3132887,2019,4049,Crab - Resident
3132887,2019,5611,Food Fish - Resident
3132919,2019,3352,Federal Dealer - NR
3132920,2019,3962,Horseshoe Crab - Resident
3132920,2019,3962,Crab - Resident
3132920,2019,5496,Food Fish - Resident
3132942,2019,1695,Party/Charter Boat
3132942,2019,2313,Party/Charter Boat
3132942,2019,2462,Party/Charter Boat
3132942,2019,2678,Party/Charter Boat
3132956,2019,1810,Party/Charter Boat
3132956,2019,2490,Party/Charter Boat
3132985,2019,3215,Food Fish - Resident
3132989,2019,172,Gill Net - Resident
3132989,2019,25,Seine
3132989,2019,491,Scoop Dip Scap up to 10 ft sq
3133004,2019,1816,Party/Charter Boat
3133025,2019,177,Gill Net - Resident
3133025,2019,549,Scoop Dip Scap up to 10 ft sq
3133031,2019,1821,Party/Charter Boat
3133075,2019,1409,Horseshoe Crab - Resident
3133075,2019,1409,Crab - Resident
3133082,2019,1826,Party/Charter Boat
3133088,2019,1828,Party/Charter Boat
3133098,2019,1830,Party/Charter Boat
3133112,2019,5624,Food Fish - Resident
3133117,2019,11296,Food Fish/Crustacea Dealer/Shipper
3133133,2019,1837,Party/Charter Boat
3133138,2019,4059,Horseshoe Crab - Resident
3133138,2019,4059,Crab - Resident
3133138,2019,5621,Food Fish - Resident
3133177,2019,1080,Marine Bait
3133183,2019,10669,Food Fish/Crustacea Dealer/Shipper
3133205,2019,1845,Party/Charter Boat
3133217,2019,178,Gill Net - Resident
3133227,2019,10586,Food Fish/Crustacea Dealer/Shipper
3133238,2019,10587,Food Fish/Crustacea Dealer/Shipper
3133240,2019,10638,Food Fish/Crustacea Dealer/Shipper
3133249,2019,1851,Party/Charter Boat
3133249,2019,1985,Party/Charter Boat
3133258,2019,1853,Party/Charter Boat
3133277,2019,114,Party/Charter Boat
3133281,2019,1856,Party/Charter Boat
3133281,2019,5602,Food Fish - Resident
3133290,2019,11212,Food Fish/Crustacea Dealer/Shipper
3133292,2019,201636,Food Fish Landing
3133292,2019,2637,Party/Charter Boat
3133296,2019,10706,Food Fish/Crustacea Dealer/Shipper
3133305,2019,10590,Food Fish/Crustacea Dealer/Shipper
3133309,2019,3895,Horseshoe Crab - Resident
3133309,2019,3895,Crab - Resident
3133328,2019,11018,Food Fish/Crustacea Dealer/Shipper
3133345,2019,10595,Food Fish/Crustacea Dealer/Shipper
3133352,2019,182,Gill Net - Resident
3133352,2019,334,Scoop Dip Scap up to 10 ft sq
3133367,2019,184,Gill Net - Resident
3133382,2019,145,Lobster - Resident
3133383,2019,102546,Food Fish - NR
3133383,2019,1368,Horseshoe Crab - NR
3133383,2019,1368,Crab - NR
3133390,2019,10599,Food Fish/Crustacea Dealer/Shipper
3133400,2019,1871,Food Fish - Resident
3133400,2019,4034,Horseshoe Crab - Resident
3133400,2019,4034,Crab - Resident
3133405,2019,339,Scoop Dip Scap up to 10 ft sq
3133408,2019,186,Gill Net - Resident
3133408,2019,518,Scoop Dip Scap up to 10 ft sq
3133409,2019,11085,Food Fish/Crustacea Dealer/Shipper
3133409,2019,3990,Horseshoe Crab - Resident
3133409,2019,3990,Crab - Resident
3133409,2019,5503,Food Fish - Resident
3133417,2019,1924,Party/Charter Boat
3133421,2019,189,Gill Net - Resident
3133432,2019,1093,Marine Bait
3133432,2019,2292,Party/Charter Boat
3133432,2019,4010,Horseshoe Crab - Resident
3133432,2019,4010,Crab - Resident
3133432,2019,5534,Food Fish - Resident
3133463,2019,467,Scoop Dip Scap up to 10 ft sq
3133466,2019,10879,Food Fish/Crustacea Dealer/Shipper
3133467,2019,260,Gill Net - Resident
3133467,2019,347,Scoop Dip Scap up to 10 ft sq
3133471,2019,348,Scoop Dip Scap up to 10 ft sq
3133471,2019,378,Gill Net - Resident
3133501,2019,1431,Whelk - Resident
3133501,2019,4018,Horseshoe Crab - Resident
3133501,2019,4018,Crab - Resident
3133501,2019,5556,Food Fish - Resident
3133507,2019,1876,Party/Charter Boat
3133511,2019,1098,Marine Bait
3133544,2019,1735,Party/Charter Boat
3133586,2019,10605,Food Fish/Crustacea Dealer/Shipper
3133621,2019,5506,Food Fish - Resident
3133631,2019,5632,Food Fish - Resident
3133637,2019,5566,Food Fish - Resident
3133638,2019,2318,Party/Charter Boat
3133646,2019,5587,Food Fish - Resident
3133663,2019,10634,Food Fish/Crustacea Dealer/Shipper
3133685,2019,5649,Food Fish - Resident
3133769,2019,10633,Food Fish/Crustacea Dealer/Shipper
3133773,2019,2645,Party/Charter Boat
3133777,2019,10617,Food Fish/Crustacea Dealer/Shipper
3133837,2019,1106,Marine Bait
3133837,2019,4076,Horseshoe Crab - Resident
3133837,2019,4076,Crab - Resident
3133837,2019,5636,Food Fish - Resident
3133865,2019,10622,Food Fish/Crustacea Dealer/Shipper
3133866,2019,10623,Food Fish/Crustacea Dealer/Shipper
3133893,2019,10626,Food Fish/Crustacea Dealer/Shipper
3133901,2019,1914,Party/Charter Boat
3133906,2019,1916,Party/Charter Boat
3133933,2019,5614,Food Fish - Resident
3133969,2019,10795,Food Fish/Crustacea Dealer/Shipper
3134000,2019,2413,Food Fish - Resident
3134006,2019,1921,Party/Charter Boat
3134025,2019,10464,Food Fish/Crustacea Dealer/Shipper
3134029,2019,1923,Party/Charter Boat
3134031,2019,10651,Food Fish/Crustacea Dealer/Shipper
3134037,2019,10653,Food Fish/Crustacea Dealer/Shipper
3134037,2019,1925,Party/Charter Boat
3134051,2019,178,Party/Charter Boat
3134068,2019,1433,Whelk - Resident
3134068,2019,4073,Horseshoe Crab - Resident
3134068,2019,4073,Crab - Resident
3134073,2019,139,Party/Charter Boat
3134083,2019,212,Gill Net - Resident
3134084,2019,10664,Food Fish/Crustacea Dealer/Shipper
3134090,2019,1932,Party/Charter Boat
3134102,2019,228,Gill Net - Resident
3134102,2019,464,Scoop Dip Scap up to 10 ft sq
3134109,2019,2169,Party/Charter Boat
3134110,2019,123,Food Fish - Resident
3134118,2019,162,Food Fish - Resident
3134118,2019,171,Horseshoe Crab - Resident
3134118,2019,171,Crab - Resident
3134121,2019,4055,Horseshoe Crab - Resident
3134121,2019,4055,Crab - Resident
3134121,2019,5583,Food Fish - Resident
3134133,2019,374,Gill Net - Resident
3134133,2019,588,Scoop Dip Scap up to 10 ft sq
3134149,2019,1944,Party/Charter Boat
3134154,2019,1947,Party/Charter Boat
3134154,2019,2644,Party/Charter Boat
3134168,2019,10672,Food Fish/Crustacea Dealer/Shipper
3134178,2019,2103,Party/Charter Boat
3134178,2019,5626,Food Fish - Resident
3134191,2019,10674,Food Fish/Crustacea Dealer/Shipper
3134196,2019,220,Gill Net - Resident
3134196,2019,452,Scoop Dip Scap up to 10 ft sq
3134204,2019,1954,Party/Charter Boat
3134208,2019,10485,Food Fish/Crustacea Dealer/Shipper
3134218,2019,1956,Party/Charter Boat
3134234,2019,10801,Food Fish/Crustacea Dealer/Shipper
3134239,2019,5613,Lobster - Resident
3134244,2019,5644,Food Fish - Resident
3134261,2019,1962,Party/Charter Boat
3134266,2019,1963,Party/Charter Boat
3134305,2019,1975,Party/Charter Boat
3134313,2019,1976,Party/Charter Boat
3134325,2019,1977,Party/Charter Boat
3134340,2019,1978,Party/Charter Boat
3134365,2019,201520,Food Fish Landing
3134382,2019,373,Food Fish - Resident
3134387,2019,1013,Food Fish - Resident
3134387,2019,1013,Alternate Vessel
3134415,2019,10690,Food Fish/Crustacea Dealer/Shipper
3134429,2019,9061,Food Fish/Crustacea Dealer/Shipper
3134454,2019,1986,Party/Charter Boat
3134458,2019,1987,Party/Charter Boat
3134468,2019,201455,Food Fish Landing
3134475,2019,10696,Food Fish/Crustacea Dealer/Shipper
3134491,2019,1993,Party/Charter Boat
3134503,2019,1233,Food Fish - Resident
3134503,2019,5638,Lobster - Resident
3134503,2019,614,Crab - Resident
3134509,2019,10703,Food Fish/Crustacea Dealer/Shipper
3135373,2019,11264,Food Fish/Crustacea Dealer/Shipper
3135573,2019,2434,Crab - Resident
3135573,2019,773,Food Fish - Resident
3136057,2019,1424,Whelk - Resident
3136057,2019,1891,Lobster - Resident
3136057,2019,1891,Lobster Bait Gill Net
3136057,2019,4007,Horseshoe Crab - Resident
3136057,2019,4007,Crab - Resident
3136057,2019,5535,Food Fish - Resident
3136315,2019,231,Gill Net - Resident
3136473,2019,232,Gill Net - Resident
3136619,2019,10885,Food Fish/Crustacea Dealer/Shipper
3136633,2019,233,Gill Net - Resident
3136713,2019,2003,Party/Charter Boat
3137175,2019,295,Gill Net - Resident
3137175,2019,395,Scoop Dip Scap up to 10 ft sq
3137175,2019,49,Seine
3137273,2019,2013,Party/Charter Boat
3137393,2019,1079,Food Fish - Resident
3137393,2019,2445,Party/Charter Boat
3137393,2019,5595,Food Fish - Resident
3137413,2019,2534,Party/Charter Boat
3137713,2019,1131,Marine Bait
3137836,2019,2023,Party/Charter Boat
3137893,2019,273,Gill Net - Resident
3137895,2019,2574,Party/Charter Boat
3138300,2019,2030,Party/Charter Boat
3138313,2019,2031,Party/Charter Boat
3138395,2019,2067,Party/Charter Boat
3138513,2019,10730,Food Fish/Crustacea Dealer/Shipper
3138515,2019,10731,Food Fish/Crustacea Dealer/Shipper
3138554,2019,2583,Food Fish - Resident
3138573,2019,5593,Food Fish - Resident
3138613,2019,1148,Marine Bait
3138613,2019,2036,Party/Charter Boat
3138655,2019,2038,Party/Charter Boat
3138913,2019,2039,Party/Charter Boat
3139033,2019,242,Gill Net - Resident
3139313,2019,10734,Food Fish/Crustacea Dealer/Shipper
3139498,2019,2044,Party/Charter Boat
3139963,2019,201672,Food Fish Landing
3139963,2019,2048,Party/Charter Boat
3140715,2019,3615,Food Fish - Resident
3140953,2019,10894,Food Fish/Crustacea Dealer/Shipper
3141233,2019,10872,Food Fish/Crustacea Dealer/Shipper
3141353,2019,1052,Crab - Resident
3141353,2019,1072,Whelk - Resident
3141353,2019,2031,Food Fish - Resident
3141353,2019,216,Lobster - Resident
3141474,2019,10758,Food Fish/Crustacea Dealer/Shipper
3141474,2019,1203,Menhaden Purse Seine 30 GT or less
3141474,2019,5601,Food Fish - Resident
3141594,2019,102537,Food Fish - NR
3141653,2019,10824,Food Fish/Crustacea Dealer/Shipper
3141835,2019,2649,Party/Charter Boat
3141835,2019,5498,Food Fish - Resident
3141973,2019,474,Food Fish - Resident
3142073,2019,10748,Food Fish/Crustacea Dealer/Shipper
3142193,2019,2052,Party/Charter Boat
3142193,2019,5582,Food Fish - Resident
3142233,2019,1364,Horseshoe Crab - NR
3142233,2019,1364,Crab - NR
3142313,2019,10751,Food Fish/Crustacea Dealer/Shipper
3142416,2019,1310,Marine Bait
3142515,2019,2173,Party/Charter Boat
3142515,2019,271,Gill Net - Resident
3142715,2019,10754,Food Fish/Crustacea Dealer/Shipper
3142735,2019,1300,Marine Bait
3142735,2019,2056,Party/Charter Boat
3142755,2019,2057,Party/Charter Boat
3142856,2019,406,Scoop Dip Scap up to 10 ft sq
3142857,2019,5548,Food Fish - Resident
3142897,2019,2061,Party/Charter Boat
3142915,2019,10755,Food Fish/Crustacea Dealer/Shipper
3142997,2019,2528,Party/Charter Boat
3143097,2019,297,Gill Net - Resident
3143101,2019,2094,Party/Charter Boat
3143101,2019,4020,Horseshoe Crab - Resident
3143101,2019,4020,Crab - Resident
3143101,2019,5549,Food Fish - Resident
3143104,2019,10757,Food Fish/Crustacea Dealer/Shipper
3143137,2019,2069,Party/Charter Boat
3143239,2019,296,Gill Net - Resident
3143355,2019,5615,Food Fish - Resident
3143377,2019,5578,Food Fish - Resident
3143398,2019,4062,Horseshoe Crab - Resident
3143398,2019,4062,Crab - Resident
3143398,2019,5561,Food Fish - Resident
3143402,2019,10761,Food Fish/Crustacea Dealer/Shipper
3143416,2019,2064,Food Fish - Resident
3143416,2019,282,Lobster - Resident
3143416,2019,942,Crab - Resident
3143422,2019,2203,Food Fish - Resident
3143558,2019,2077,Party/Charter Boat
3143558,2019,2314,Party/Charter Boat
3143599,2019,2078,Party/Charter Boat
3143815,2019,2083,Party/Charter Boat
3143875,2019,10768,Food Fish/Crustacea Dealer/Shipper
3144075,2019,281,Gill Net - Resident
3144146,2019,10773,Food Fish/Crustacea Dealer/Shipper
